number,app,user_feedback,relevant_review,issue_text,fitting_issue,user_feedback_id,issue_id,distance,searched_manually,found_relevant_issue_manually
139,org.mozilla.firefox,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,TRUE,"Since the latest update FF does not clean private data upon quitting nor can I manually clean it! Approximately 25% of the videos that I try to watch I get a response that says, incorrect mime type load viewer!",FALSE,gp:AOqpTOGUXWQeiyIds92xRGtI6kNMqfVjJP-eokz22-2j7nPHwfaLgrPsDaWpsFjpVbBdgNGUni_7QnpDP2_P6w,1293697,0.847,TRUE,TRUE
140,org.mozilla.firefox,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,TRUE,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,FALSE,gp:AOqpTOGUXWQeiyIds92xRGtI6kNMqfVjJP-eokz22-2j7nPHwfaLgrPsDaWpsFjpVbBdgNGUni_7QnpDP2_P6w,1500319,0.827,TRUE,TRUE
141,org.mozilla.firefox,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,TRUE,There is no obvious way to delete an email from a dropdown list of a login page.GitHub exactly.I am using android OS,FALSE,gp:AOqpTOGUXWQeiyIds92xRGtI6kNMqfVjJP-eokz22-2j7nPHwfaLgrPsDaWpsFjpVbBdgNGUni_7QnpDP2_P6w,1435046,0.825,TRUE,TRUE
151,org.mozilla.firefox,crashes nearly every time I use it for an extended period.,TRUE,Crashes almost every time I run today's birch build,TRUE,gp:AOqpTOH5iZfXhjmXYAXi5aDlvl188045EgaOPNSh1iQcQHdQhG3xIWTKXsC8LOBJTsVl4_s8Ma6-OUsUGabLyw,700842,0.837,FALSE,FALSE
152,org.mozilla.firefox,crashes nearly every time I use it for an extended period.,TRUE,Crashes almost every time I run today's birch build,TRUE,gp:AOqpTOH5iZfXhjmXYAXi5aDlvl188045EgaOPNSh1iQcQHdQhG3xIWTKXsC8LOBJTsVl4_s8Ma6-OUsUGabLyw,700846,0.837,FALSE,FALSE
153,org.mozilla.firefox,crashes nearly every time I use it for an extended period.,TRUE,"""Sync now"" is not working every time.",FALSE,gp:AOqpTOH5iZfXhjmXYAXi5aDlvl188045EgaOPNSh1iQcQHdQhG3xIWTKXsC8LOBJTsVl4_s8Ma6-OUsUGabLyw,766090,0.782,FALSE,FALSE
154,org.mozilla.firefox,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",TRUE,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,FALSE,gp:AOqpTOFSLSgDB0qK8oyy2Q40RU8skiwxZsTyol21agA0nryuvvOYL2xZBC5ipf5VMdSY6fBXjkpBG6gJbuhHCg,1500319,0.828,FALSE,FALSE
155,org.mozilla.firefox,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",TRUE,Since beta 49 Firefox in background consumes a lot more battery than expected,FALSE,gp:AOqpTOFSLSgDB0qK8oyy2Q40RU8skiwxZsTyol21agA0nryuvvOYL2xZBC5ipf5VMdSY6fBXjkpBG6gJbuhHCg,1309607,0.824,FALSE,FALSE
156,org.mozilla.firefox,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",TRUE,"Hang/crash/os reboot on this, probably because of the use of a lot of large images",TRUE,gp:AOqpTOFSLSgDB0qK8oyy2Q40RU8skiwxZsTyol21agA0nryuvvOYL2xZBC5ipf5VMdSY6fBXjkpBG6gJbuhHCg,677727,0.818,FALSE,FALSE
160,org.mozilla.firefox,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",TRUE,onresize script causes constant reload of browser in android firefox v.55.02,FALSE,gp:AOqpTOEL27H1H8duGT6Hg28hAPk9zsfkQ5zdA0ljRe3YbTN7EZPeUSU3rxu61MW-4kCyvzBMazFcgMGx_SvRBQ,1403631,0.901,TRUE,FALSE
161,org.mozilla.firefox,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",TRUE,after selecting firefox from 'recently used apps list' browser displays a white screen about 2 second delay and then forces page reload,FALSE,gp:AOqpTOEL27H1H8duGT6Hg28hAPk9zsfkQ5zdA0ljRe3YbTN7EZPeUSU3rxu61MW-4kCyvzBMazFcgMGx_SvRBQ,925903,0.896,TRUE,FALSE
162,org.mozilla.firefox,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",TRUE,"Root usage in updater scares users, doesn't work",FALSE,gp:AOqpTOEL27H1H8duGT6Hg28hAPk9zsfkQ5zdA0ljRe3YbTN7EZPeUSU3rxu61MW-4kCyvzBMazFcgMGx_SvRBQ,789964,0.890,TRUE,FALSE
169,org.mozilla.firefox,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",TRUE,Content window doesn't re-paint with closed banner ads on trulia.com,FALSE,gp:AOqpTOGXR1gJc04kpoOqerRGcxEcO_YUcKPxsUj0osufnSHbImPeGgxG36aYI7BwprToL9Ncp24W-YCpmcvvfw,753329,0.846,TRUE,FALSE
170,org.mozilla.firefox,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",TRUE,"Cannot disable search suggestions, shows ads instead",FALSE,gp:AOqpTOGXR1gJc04kpoOqerRGcxEcO_YUcKPxsUj0osufnSHbImPeGgxG36aYI7BwprToL9Ncp24W-YCpmcvvfw,1460551,0.839,TRUE,FALSE
171,org.mozilla.firefox,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",TRUE,color of highlighted text for auto-suggestions in textboxes on dark-themed sites has changed and is now very low contrast,FALSE,gp:AOqpTOGXR1gJc04kpoOqerRGcxEcO_YUcKPxsUj0osufnSHbImPeGgxG36aYI7BwprToL9Ncp24W-YCpmcvvfw,1566624,0.839,TRUE,FALSE
172,org.mozilla.firefox,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",TRUE,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,TRUE,gp:AOqpTOEvdfHHlAIhRAYQ9W7BHmAFUbRmZ5_YNG_JPRAbTLjhB848_Iyj_WlIe1HCgCrdUOYysOZQ_Wqc2CJlBg,1500319,0.864,FALSE,FALSE
173,org.mozilla.firefox,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",TRUE,There is no obvious way to delete an email from a dropdown list of a login page.GitHub exactly.I am using android OS,FALSE,gp:AOqpTOEvdfHHlAIhRAYQ9W7BHmAFUbRmZ5_YNG_JPRAbTLjhB848_Iyj_WlIe1HCgCrdUOYysOZQ_Wqc2CJlBg,1435046,0.860,FALSE,FALSE
174,org.mozilla.firefox,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",TRUE,"After approx 20 to 30 seconds while browsing web pages (e.g. www.makezine.com but also any others web pages) the firefox crashes with no error message, just by launching android homepag",FALSE,gp:AOqpTOEvdfHHlAIhRAYQ9W7BHmAFUbRmZ5_YNG_JPRAbTLjhB848_Iyj_WlIe1HCgCrdUOYysOZQ_Wqc2CJlBg,1121287,0.851,FALSE,FALSE
175,org.mozilla.firefox,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,TRUE,There is no obvious way to delete an email from a dropdown list of a login page.GitHub exactly.I am using android OS,FALSE,gp:AOqpTOE8WGmdtxu2EoiXAIZfciBvShTJcFZOENQSurn_HHmrr_FiS7U3YFVn666Oe_vO1lO2lHOd-w8lehEiqQ,1435046,0.871,TRUE,FALSE
176,org.mozilla.firefox,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,TRUE,Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,FALSE,gp:AOqpTOE8WGmdtxu2EoiXAIZfciBvShTJcFZOENQSurn_HHmrr_FiS7U3YFVn666Oe_vO1lO2lHOd-w8lehEiqQ,1297618,0.867,TRUE,FALSE
177,org.mozilla.firefox,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,TRUE,"When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",FALSE,gp:AOqpTOE8WGmdtxu2EoiXAIZfciBvShTJcFZOENQSurn_HHmrr_FiS7U3YFVn666Oe_vO1lO2lHOd-w8lehEiqQ,1099860,0.864,TRUE,FALSE
181,org.mozilla.firefox,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,TRUE,onresize script causes constant reload of browser in android firefox v.55.02,FALSE,gp:AOqpTOEqgoA2Kbvt4cWb6lTt0H7sdEohUJzLk46t_SoMTXue0dKW40GHtbB1vST7Wg_3XWjnvJYLnpGaZrC25g,1403631,0.893,TRUE,TRUE
182,org.mozilla.firefox,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,TRUE,"Error message/notification when trying to install app in guest mode restricted to 2 lines, cut off in many locales",FALSE,gp:AOqpTOEqgoA2Kbvt4cWb6lTt0H7sdEohUJzLk46t_SoMTXue0dKW40GHtbB1vST7Wg_3XWjnvJYLnpGaZrC25g,1067465,0.884,TRUE,TRUE
183,org.mozilla.firefox,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,TRUE,"Fennec native updater shows completely blank screen for 11 seconds, before update even starts",FALSE,gp:AOqpTOEqgoA2Kbvt4cWb6lTt0H7sdEohUJzLk46t_SoMTXue0dKW40GHtbB1vST7Wg_3XWjnvJYLnpGaZrC25g,732944,0.884,TRUE,TRUE
190,org.mozilla.firefox,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",TRUE,Always restore tabs doesn't always work,TRUE,gp:AOqpTOFoBQjEsPgEBzbnMU20ZfS4f3HTv4_crGuv7MzVfUUA_EhakMAuR8fA4laJv6RhkcsGIpOqN0mu9YRFCA,1028740,0.902,FALSE,FALSE
191,org.mozilla.firefox,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",TRUE,"Tabs restored after a crash are still displayed after quitting Firefox with ""Don't restore tabs"" and ""Don't keep activities"" enabled",TRUE,gp:AOqpTOFoBQjEsPgEBzbnMU20ZfS4f3HTv4_crGuv7MzVfUUA_EhakMAuR8fA4laJv6RhkcsGIpOqN0mu9YRFCA,1093644,0.895,FALSE,FALSE
192,org.mozilla.firefox,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",TRUE,Too many tabs opened can cause Firefox Android to crash and force close,FALSE,gp:AOqpTOFoBQjEsPgEBzbnMU20ZfS4f3HTv4_crGuv7MzVfUUA_EhakMAuR8fA4laJv6RhkcsGIpOqN0mu9YRFCA,925059,0.892,FALSE,FALSE
196,org.mozilla.firefox,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",TRUE,Downloads Manager is displaying two notifications for a single file download,TRUE,gp:AOqpTOE1ecyyRbp6Vg77XUdixKKAsJfi6MMzJuyWsdv4iLXIbEgh7Fx0ab4GKoAuGfx7VsFuOLPTjaoBacyMBA,931698,0.892,FALSE,FALSE
197,org.mozilla.firefox,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",TRUE,"Privacy leak reproducing an html5 video, even if in private browsing. Firefox puts a notification in the android notification bar with page title. This notification appears in android notifications log, even if you browsed in private mode",FALSE,gp:AOqpTOE1ecyyRbp6Vg77XUdixKKAsJfi6MMzJuyWsdv4iLXIbEgh7Fx0ab4GKoAuGfx7VsFuOLPTjaoBacyMBA,1398821,0.888,FALSE,FALSE
198,org.mozilla.firefox,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",TRUE,Tapping the download notification does not open the downloaded file,FALSE,gp:AOqpTOE1ecyyRbp6Vg77XUdixKKAsJfi6MMzJuyWsdv4iLXIbEgh7Fx0ab4GKoAuGfx7VsFuOLPTjaoBacyMBA,1283478,0.887,FALSE,FALSE
406,org.videolan.vlc,"Its a great app, no doubt but I have an issue or lemme say I have some stuffs that's always happening in which I don't like. 1. Once I minimize my VLC in which I was using to watch a movie to attend to another app and I end up going back to it, VLC just stops and makes me start my movie all over again. 2. Why does the app just stop just like that all of a sudden after I've opened it if it's gets minimized? BTW I use an Infinix Note 4 Pro",TRUE,problem with playing videos (.flv ) when I try it from onother application on android,FALSE,gp:AOqpTOHJIuOTFOK5IPK89ZDu4w8QDo7tZ4cH6fPnxLa8f_9dV-7O_ghzdQ6o42uUM0HXgXa7qGLqly_uH5UvEA,8899,0.8349178433,FALSE,FALSE
407,org.videolan.vlc,"Its a great app, no doubt but I have an issue or lemme say I have some stuffs that's always happening in which I don't like. 1. Once I minimize my VLC in which I was using to watch a movie to attend to another app and I end up going back to it, VLC just stops and makes me start my movie all over again. 2. Why does the app just stop just like that all of a sudden after I've opened it if it's gets minimized? BTW I use an Infinix Note 4 Pro",TRUE,Bug while starting VLC from another an droid-application by means of INTENT,TRUE,gp:AOqpTOHJIuOTFOK5IPK89ZDu4w8QDo7tZ4cH6fPnxLa8f_9dV-7O_ghzdQ6o42uUM0HXgXa7qGLqly_uH5UvEA,8910,0.8270517588,FALSE,FALSE
408,org.videolan.vlc,"Its a great app, no doubt but I have an issue or lemme say I have some stuffs that's always happening in which I don't like. 1. Once I minimize my VLC in which I was using to watch a movie to attend to another app and I end up going back to it, VLC just stops and makes me start my movie all over again. 2. Why does the app just stop just like that all of a sudden after I've opened it if it's gets minimized? BTW I use an Infinix Note 4 Pro",TRUE,"When playing an .mkv file in vlc for android version 1.3.2, movie get's cut every couple of seconds",FALSE,gp:AOqpTOHJIuOTFOK5IPK89ZDu4w8QDo7tZ4cH6fPnxLa8f_9dV-7O_ghzdQ6o42uUM0HXgXa7qGLqly_uH5UvEA,15643,0.818211019,FALSE,FALSE
409,org.videolan.vlc,"It's really nice overall, though some bugs still occur: •The screen goes gray sometimes while playing a video. •When playing audio, it stops after a few seconds, then it continues playing. Also, these are some functions I'd really appreciate: •Frame by frame. •Screenshot. Hope you're giving this a read. Thanks!",TRUE,"When playing an .mkv file in vlc for android version 1.3.2, movie get's cut every couple of seconds",TRUE,gp:AOqpTOFnmkNcxWdyaxxAGKZxoMyuSvj7wBfVvFZzpifwLtgVZYsqlUWxGx40GHfLxtJOyaEu3yH2vSYoic0LYA,15643,0.848244071,FALSE,FALSE
410,org.videolan.vlc,"It's really nice overall, though some bugs still occur: •The screen goes gray sometimes while playing a video. •When playing audio, it stops after a few seconds, then it continues playing. Also, these are some functions I'd really appreciate: •Frame by frame. •Screenshot. Hope you're giving this a read. Thanks!",TRUE,Video playback freezes on Android when trying to play big video files,FALSE,gp:AOqpTOFnmkNcxWdyaxxAGKZxoMyuSvj7wBfVvFZzpifwLtgVZYsqlUWxGx40GHfLxtJOyaEu3yH2vSYoic0LYA,15504,0.8349633813,FALSE,FALSE
411,org.videolan.vlc,"It's really nice overall, though some bugs still occur: •The screen goes gray sometimes while playing a video. •When playing audio, it stops after a few seconds, then it continues playing. Also, these are some functions I'd really appreciate: •Frame by frame. •Screenshot. Hope you're giving this a read. Thanks!",TRUE,"android navigation bar, shown after a click, shifts and resizes full-screen video",FALSE,gp:AOqpTOFnmkNcxWdyaxxAGKZxoMyuSvj7wBfVvFZzpifwLtgVZYsqlUWxGx40GHfLxtJOyaEu3yH2vSYoic0LYA,22184,0.831633091,FALSE,FALSE
412,org.videolan.vlc,"Occasionally glitches in terms of playback and refreshing new content added to my phone, but otherwise works well. Been using it for years.",TRUE,VLC on Android often loses track of the network drive it's been reading,FALSE,gp:AOqpTOElORMxZeNrRCwC6dMv6lgGSehGk7t9CBuaXgNrlhKGQTiE1nixctk3MPx9RF0Pu2c0PsOBh3UY-n329w,19373,0.7968668342,FALSE,FALSE
413,org.videolan.vlc,"Occasionally glitches in terms of playback and refreshing new content added to my phone, but otherwise works well. Been using it for years.",TRUE,Unresponsive interface / general slowness with lots of audio files in the media library,TRUE,gp:AOqpTOElORMxZeNrRCwC6dMv6lgGSehGk7t9CBuaXgNrlhKGQTiE1nixctk3MPx9RF0Pu2c0PsOBh3UY-n329w,11640,0.7947219014,FALSE,FALSE
414,org.videolan.vlc,"Occasionally glitches in terms of playback and refreshing new content added to my phone, but otherwise works well. Been using it for years.",TRUE,Vlc background service causing malfunction in other media players in android 2.3.4,FALSE,gp:AOqpTOElORMxZeNrRCwC6dMv6lgGSehGk7t9CBuaXgNrlhKGQTiE1nixctk3MPx9RF0Pu2c0PsOBh3UY-n329w,7818,0.7946417928,FALSE,FALSE
415,org.videolan.vlc,"So many bugs... Plays in background, but no controls in notifications. When you tap the app to bring up the controls, the video is a still screen. Navigating is a pain. Resuming forgets my place constantly. Basically unusable.",TRUE,[Android] On video playing the navigation bar is not hidden on some tablets,FALSE,gp:AOqpTOH-lqawQHR9A5PJe-J7qxF3Dk23Mzvwjaa0IT3Lt4LaBYWQ0oJdrIJEt9r0CXfW5gYwuozUtqey3-qQ1g,9397,0.8576140404,TRUE,TRUE
416,org.videolan.vlc,"So many bugs... Plays in background, but no controls in notifications. When you tap the app to bring up the controls, the video is a still screen. Navigating is a pain. Resuming forgets my place constantly. Basically unusable.",TRUE,"android navigation bar, shown after a click, shifts and resizes full-screen video",FALSE,gp:AOqpTOH-lqawQHR9A5PJe-J7qxF3Dk23Mzvwjaa0IT3Lt4LaBYWQ0oJdrIJEt9r0CXfW5gYwuozUtqey3-qQ1g,22184,0.8441515565,TRUE,TRUE
417,org.videolan.vlc,"So many bugs... Plays in background, but no controls in notifications. When you tap the app to bring up the controls, the video is a still screen. Navigating is a pain. Resuming forgets my place constantly. Basically unusable.",TRUE,Play/pause button icon is not shifting while pausing the audio on notification area,FALSE,gp:AOqpTOH-lqawQHR9A5PJe-J7qxF3Dk23Mzvwjaa0IT3Lt4LaBYWQ0oJdrIJEt9r0CXfW5gYwuozUtqey3-qQ1g,21243,0.840719223,TRUE,TRUE
418,org.videolan.vlc,"The app is fine. But the problem is that if we receive a phone call while watching a video, we cannot continue, instead we have to close the app and restart it and in the process the video starts from beginning and we have to go for searching where we were. Hope this problem will be fixed at the earliest.",TRUE,Crashing Android app by playing a song via upnp with corrupt metadata,FALSE,gp:AOqpTOHMHPS3n9jXdUF0ln0RdgON_Xhy-xDuE2wDzYbpsDx5xmH-KC6aWcBEVg6QXcmZ0BUxrHQT2_l-Wqad_w,22714,0.7947915792,TRUE,TRUE
419,org.videolan.vlc,"The app is fine. But the problem is that if we receive a phone call while watching a video, we cannot continue, instead we have to close the app and restart it and in the process the video starts from beginning and we have to go for searching where we were. Hope this problem will be fixed at the earliest.",TRUE,Freeze entire android OS when playing a video. libvlc stream: unknown box type cTIM (incompletely loaded),FALSE,gp:AOqpTOHMHPS3n9jXdUF0ln0RdgON_Xhy-xDuE2wDzYbpsDx5xmH-KC6aWcBEVg6QXcmZ0BUxrHQT2_l-Wqad_w,24349,0.7942564487,TRUE,TRUE
420,org.videolan.vlc,"The app is fine. But the problem is that if we receive a phone call while watching a video, we cannot continue, instead we have to close the app and restart it and in the process the video starts from beginning and we have to go for searching where we were. Hope this problem will be fixed at the earliest.",TRUE,Sometimes the VLC has no response when pause the video first then set Jump to Time to play.,FALSE,gp:AOqpTOHMHPS3n9jXdUF0ln0RdgON_Xhy-xDuE2wDzYbpsDx5xmH-KC6aWcBEVg6QXcmZ0BUxrHQT2_l-Wqad_w,14174,0.7936521173,TRUE,TRUE
421,org.videolan.vlc,"I mainly use the app to stream to a chromecast from my NAS drive. Unfortunately, this app is by far the worst for streaming and has been for some time. It constantly locks up and I have to reset my chromecast, this does not happen for any other apps. Playback of local files is fine, but as stated, my main use case is streaming and I believe a lot more developing needs to be put into strengthening the streaming capabilities of this app.",TRUE,Android: Changed playback speed is forgotten after app is sent to background,FALSE,gp:AOqpTOH_M4taHr0bMcL3SdoZ-5djUb_fBwSsikgk2YApldcwr0athqA18VYxg8A2Gw8vRKlIQ3lw1IlmF_8VXQ,14910,0.8393931985,TRUE,TRUE
422,org.videolan.vlc,"I mainly use the app to stream to a chromecast from my NAS drive. Unfortunately, this app is by far the worst for streaming and has been for some time. It constantly locks up and I have to reset my chromecast, this does not happen for any other apps. Playback of local files is fine, but as stated, my main use case is streaming and I believe a lot more developing needs to be put into strengthening the streaming capabilities of this app.",TRUE,vlc for android does not allow to add search result to an existent playlist,FALSE,gp:AOqpTOH_M4taHr0bMcL3SdoZ-5djUb_fBwSsikgk2YApldcwr0athqA18VYxg8A2Gw8vRKlIQ3lw1IlmF_8VXQ,20258,0.8388477564,TRUE,TRUE
423,org.videolan.vlc,"I mainly use the app to stream to a chromecast from my NAS drive. Unfortunately, this app is by far the worst for streaming and has been for some time. It constantly locks up and I have to reset my chromecast, this does not happen for any other apps. Playback of local files is fine, but as stated, my main use case is streaming and I believe a lot more developing needs to be put into strengthening the streaming capabilities of this app.",TRUE,VLC will go to black screen if using miracast on android tablet,FALSE,gp:AOqpTOH_M4taHr0bMcL3SdoZ-5djUb_fBwSsikgk2YApldcwr0athqA18VYxg8A2Gw8vRKlIQ3lw1IlmF_8VXQ,16657,0.8382184505,TRUE,TRUE
424,org.videolan.vlc,"always shows nortification of scanning media file library, and hangs when i open it stops working and says it isn't responding.",TRUE,Unresponsive interface / general slowness with lots of audio files in the media library,TRUE,gp:AOqpTOFbcs9dxB35SGfzpneUskP8qRR_pixj_rPYWfca-qluCAAH1OmsJsDnDMEZndxU6XGKAN3Rgoo10gE0mw,11640,0.8495187163,FALSE,FALSE
425,org.videolan.vlc,"always shows nortification of scanning media file library, and hangs when i open it stops working and says it isn't responding.",TRUE,Freeze entire android OS when playing a video. libvlc stream: unknown box type cTIM (incompletely loaded),FALSE,gp:AOqpTOFbcs9dxB35SGfzpneUskP8qRR_pixj_rPYWfca-qluCAAH1OmsJsDnDMEZndxU6XGKAN3Rgoo10gE0mw,24349,0.8338596225,FALSE,FALSE
426,org.videolan.vlc,"always shows nortification of scanning media file library, and hangs when i open it stops working and says it isn't responding.",TRUE,"Files  with a dot ""."" in tags are scanned but not added to audio library",FALSE,gp:AOqpTOFbcs9dxB35SGfzpneUskP8qRR_pixj_rPYWfca-qluCAAH1OmsJsDnDMEZndxU6XGKAN3Rgoo10gE0mw,17169,0.8307707906,FALSE,FALSE
427,org.videolan.vlc,Great app but had to uninstall and rate lower. Will not stop autoplaying audio files when I get into my car. Annoying beyond belief and cannot find any settings to disable this behavior. Please assist and I will adjust my rating accordingly for this otherwise perfect app.,TRUE,Android: Changed playback speed is forgotten after app is sent to background,FALSE,gp:AOqpTOHIYtZw7JeHkH5gDQpCXtAJ7vFKJc8TYWlKgjYt2WhtqMiiZELzt3e6Sv1EQEsLH5dRXdyVB65XeW-PnQ,14910,0.8481555581,TRUE,FALSE
428,org.videolan.vlc,Great app but had to uninstall and rate lower. Will not stop autoplaying audio files when I get into my car. Annoying beyond belief and cannot find any settings to disable this behavior. Please assist and I will adjust my rating accordingly for this otherwise perfect app.,TRUE,[Android] On video playing the navigation bar is not hidden on some tablets,FALSE,gp:AOqpTOHIYtZw7JeHkH5gDQpCXtAJ7vFKJc8TYWlKgjYt2WhtqMiiZELzt3e6Sv1EQEsLH5dRXdyVB65XeW-PnQ,9397,0.8348165751,TRUE,FALSE
429,org.videolan.vlc,Great app but had to uninstall and rate lower. Will not stop autoplaying audio files when I get into my car. Annoying beyond belief and cannot find any settings to disable this behavior. Please assist and I will adjust my rating accordingly for this otherwise perfect app.,TRUE,Crashing Android app by playing a song via upnp with corrupt metadata,FALSE,gp:AOqpTOHIYtZw7JeHkH5gDQpCXtAJ7vFKJc8TYWlKgjYt2WhtqMiiZELzt3e6Sv1EQEsLH5dRXdyVB65XeW-PnQ,22714,0.8345043659,TRUE,FALSE
430,org.videolan.vlc,Still best media player for me but comes with some issue with new updates for ea. selecting a song but other also get seleceted automatically while making a playlist and recent play option is not like old version ... i hope you guys make it better with new update,TRUE,Delete a media also erase last playlist,FALSE,gp:AOqpTOGngSOCyZYCsBjSQcHN5CtsPBISSoS0dkjy0FQPL4Ar1E3-pi5ZyKwDqiG5_Pfd22Jj13MGlegCVAdB5w,13989,0.8428940177,TRUE,FALSE
431,org.videolan.vlc,Still best media player for me but comes with some issue with new updates for ea. selecting a song but other also get seleceted automatically while making a playlist and recent play option is not like old version ... i hope you guys make it better with new update,TRUE,Vlc for Android: tracks duplicated when resaving a playlist,FALSE,gp:AOqpTOGngSOCyZYCsBjSQcHN5CtsPBISSoS0dkjy0FQPL4Ar1E3-pi5ZyKwDqiG5_Pfd22Jj13MGlegCVAdB5w,24350,0.8387707472,TRUE,FALSE
432,org.videolan.vlc,Still best media player for me but comes with some issue with new updates for ea. selecting a song but other also get seleceted automatically while making a playlist and recent play option is not like old version ... i hope you guys make it better with new update,TRUE,"On VLC Launch, could be long time for media list availability",FALSE,gp:AOqpTOGngSOCyZYCsBjSQcHN5CtsPBISSoS0dkjy0FQPL4Ar1E3-pi5ZyKwDqiG5_Pfd22Jj13MGlegCVAdB5w,7089,0.8261525035,TRUE,FALSE
433,org.videolan.vlc,Some of my videos log when I'm connected to the internet and also some of videos don't show up in the folders,TRUE,Latest nightly build crashes on playing mp3 files via network,FALSE,gp:AOqpTOG1xHNgPqM1DjFVESAY13VxlMCd6WfvqFVDPtH3BndPC8kOhvU8v_9b9KhRtRYMDd4CMGIyut_K6KFdmg,9404,0.8265807629,TRUE,FALSE
434,org.videolan.vlc,Some of my videos log when I'm connected to the internet and also some of videos don't show up in the folders,TRUE,VLC is not playing videos files which have non standard extensions,FALSE,gp:AOqpTOG1xHNgPqM1DjFVESAY13VxlMCd6WfvqFVDPtH3BndPC8kOhvU8v_9b9KhRtRYMDd4CMGIyut_K6KFdmg,14452,0.8255536556,TRUE,FALSE
